"","Z","element","transition","transition.keV","intensity","width.eV","edge","edge.keV","fluorescence.yield","shell.filled","subshell.filled","shell.source","subshell.source","Siegbahn","Siegbahn.short","IUPAC.formatted","Siegbahn.formatted","uid"
"775",47,"Ag","L3N5",3.348,11.6,NA,"",NA,NA,"L","L3","N","N5","Lb2","Lb","$\mathrm{L}_3\mathrm{N}_5$","$\mathrm{L}\beta_2$","47-Ag-L3N5"
"776",47,"Ag","L1M3",3.233,2.5,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","47-Ag-L1M3"
"777",47,"Ag","L1M2",3.202,1.5,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","47-Ag-L1M2"
"778",47,"Ag","L3N1",3.254,0.8,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","47-Ag-L3N1"
"779",47,"Ag","L1M5",3.439,0,NA,"",NA,NA,"L","L1","M","M5","Lb9","Lb","$\mathrm{L}_1\mathrm{M}_5$","$\mathrm{L}\beta_9$","47-Ag-L1M5"
"780",47,"Ag","L2N4",3.52,5.8,NA,"",NA,NA,"L","L2","N","N4","Lg1","Lg","$\mathrm{L}_2\mathrm{N}_4$","$\mathrm{L}\gamma_1$","47-Ag-L2N4"
"781",47,"Ag","L1N2",3.742,0.3,NA,"",NA,NA,"L","L1","N","N2","Lg2","Lg","$\mathrm{L}_1\mathrm{N}_2$","$\mathrm{L}\gamma_2$","47-Ag-L1N2"
"782",47,"Ag","L1N3",3.748,0.5,NA,"",NA,NA,"L","L1","N","N3","Lg3","Lg","$\mathrm{L}_1\mathrm{N}_3$","$\mathrm{L}\gamma_3$","47-Ag-L1N3"
"783",47,"Ag","L2N1",3.429,0.3,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","47-Ag-L2N1"
"784",47,"Ag","L3M1",2.632,4.1,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","47-Ag-L3M1"
"785",47,"Ag","L2M1",2.805,1.6,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","47-Ag-L2M1"
"786",47,"Ag","M3N5",0.568,NA,NA,"",NA,NA,"M","M3","N","N5","Mg1","Mg","$\mathrm{M}_3\mathrm{N}_5$","$\mathrm{M}\gamma_1$","47-Ag-M3N5"
"787",47,"Ag","M4N2,3",0.312,NA,NA,"",NA,NA,"M","M4","N","N2,3","Mz1","Mz","$\mathrm{M}_4\mathrm{N}_{2,3}$","$\mathrm{M}\zeta_1$","47-Ag-M4N2,3"
"788",47,"Ag","M2N4",0.6,NA,NA,"",NA,NA,"M","M2","N","N4","","","$\mathrm{M}_2\mathrm{N}_4$","","47-Ag-M2N4"
"789",47,"Ag","M3N1",0.477,NA,NA,"",NA,NA,"M","M3","N","N1","","","$\mathrm{M}_3\mathrm{N}_1$","","47-Ag-M3N1"
"790",47,"Ag","",NA,NA,NA,"K",25.514,0.831,"","","","","","","$\mathrm{K}$","","47-Ag-K"
"791",47,"Ag","",NA,NA,NA,"L1",3.806,0.016,"","","","","","","$\mathrm{L}_1$","","47-Ag-L1"
"792",47,"Ag","",NA,NA,NA,"L2",3.524,0.051,"","","","","","","$\mathrm{L}_2$","","47-Ag-L2"
"793",47,"Ag","",NA,NA,NA,"L3",3.351,0.052,"","","","","","","$\mathrm{L}_3$","","47-Ag-L3"
"794",47,"Ag","",NA,NA,NA,"M1",0.719,NA,"","","","","","","$\mathrm{M}_1$","","47-Ag-M1"
"795",47,"Ag","",NA,NA,NA,"M2",0.604,NA,"","","","","","","$\mathrm{M}_2$","","47-Ag-M2"
"796",47,"Ag","",NA,NA,NA,"M3",0.573,NA,"","","","","","","$\mathrm{M}_3$","","47-Ag-M3"
"797",47,"Ag","",NA,NA,NA,"M4",0.374,NA,"","","","","","","$\mathrm{M}_4$","","47-Ag-M4"
"798",47,"Ag","",NA,NA,NA,"M5",0.368,NA,"","","","","","","$\mathrm{M}_5$","","47-Ag-M5"
"799",47,"Ag","",NA,NA,NA,"N1",0.097,NA,"","","","","","","$\mathrm{N}_1$","","47-Ag-N1"
"800",48,"Cd","KL3",23.173,100,9.79,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","48-Cd-KL3"
"801",48,"Cd","KL2",22.984,54.5,9.91,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","48-Cd-KL2"
"802",48,"Cd","KM3",26.093,18.3,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","48-Cd-KM3"
"803",48,"Cd","KN2,3",26.647,4.9,NA,"",NA,NA,"K","K","N","N2,3","Kb2","Kb","$\mathrm{K}\mathrm{N}_{2,3}$","$\mathrm{K}\beta_2$","48-Cd-KN2,3"
"804",48,"Cd","KM2",26.058,9.4,NA,"",NA,NA,"K","K","M","M2","Kb3","Kb","$\mathrm{K}\mathrm{M}_2$","$\mathrm{K}\beta_3$","48-Cd-KM2"
"805",48,"Cd","L3M5",3.133,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","48-Cd-L3M5"
"806",48,"Cd","L3M4",3.126,11.4,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","48-Cd-L3M4"
"807",48,"Cd","L2M4",3.315,56,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","48-Cd-L2M4"
"808",48,"Cd","L3N5",3.528,12.9,NA,"",NA,NA,"L","L3","N","N5","Lb2","Lb","$\mathrm{L}_3\mathrm{N}_5$","$\mathrm{L}\beta_2$","48-Cd-L3N5"
"809",48,"Cd","L1M3",3.4,2.6,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","48-Cd-L1M3"
"810",48,"Cd","L1M2",3.365,1.6,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","48-Cd-L1M2"
"811",48,"Cd","L3N1",3.428,0.8,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","48-Cd-L3N1"
"812",48,"Cd","L3O1",3.536,0.1,NA,"",NA,NA,"L","L3","O","O1","Lb7","Lb","$\mathrm{L}_3\mathrm{O}_1$","$\mathrm{L}\beta_7$","48-Cd-L3O1"
"813",48,"Cd","L1M5",3.614,0,NA,"",NA,NA,"L","L1","M","M5","Lb9","Lb","$\mathrm{L}_1\mathrm{M}_5$","$\mathrm{L}\beta_9$","48-Cd-L1M5"
"814",48,"Cd","L2N4",3.715,6.5,NA,"",NA,NA,"L","L2","N","N4","Lg1","Lg","$\mathrm{L}_2\mathrm{N}_4$","$\mathrm{L}\gamma_1$","48-Cd-L2N4"
"815",48,"Cd","L1N2",3.954,0.3,NA,"",NA,NA,"L","L1","N","N2","Lg2","Lg","$\mathrm{L}_1\mathrm{N}_2$","$\mathrm{L}\gamma_2$","48-Cd-L1N2"
"816",48,"Cd","L1N3",3.954,0.5,NA,"",NA,NA,"L","L1","N","N3","Lg3","Lg","$\mathrm{L}_1\mathrm{N}_3$","$\mathrm{L}\gamma_3$","48-Cd-L1N3"
"817",48,"Cd","L2N1",3.618,0.3,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","48-Cd-L2N1"
"818",48,"Cd","L3M1",2.766,4.2,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","48-Cd-L3M1"
"819",48,"Cd","L2M1",2.955,1.7,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","48-Cd-L2M1"
"820",48,"Cd","M3N5",0.606,NA,NA,"",NA,NA,"M","M3","N","N5","Mg1","Mg","$\mathrm{M}_3\mathrm{N}_5$","$\mathrm{M}\gamma_1$","48-Cd-M3N5"
"821",48,"Cd","M4N2,3",0.337,NA,NA,"",NA,NA,"M","M4","N","N2,3","Mz1","Mz","$\mathrm{M}_4\mathrm{N}_{2,3}$","$\mathrm{M}\zeta_1$","48-Cd-M4N2,3"
"822",48,"Cd","M2N4",0.639,NA,NA,"",NA,NA,"M","M2","N","N4","","","$\mathrm{M}_2\mathrm{N}_4$","","48-Cd-M2N4"
"823",48,"Cd","M3N1",0.506,NA,NA,"",NA,NA,"M","M3","N","N1","","","$\mathrm{M}_3\mathrm{N}_1$","","48-Cd-M3N1"
"824",48,"Cd","",NA,NA,NA,"K",26.711,0.843,"","","","","","","$\mathrm{K}$","","48-Cd-K"
"825",48,"Cd","",NA,NA,NA,"L1",4.018,0.018,"","","","","","","$\mathrm{L}_1$","","48-Cd-L1"
"826",48,"Cd","",NA,NA,NA,"L2",3.727,0.056,"","","","","","","$\mathrm{L}_2$","","48-Cd-L2"
"827",48,"Cd","",NA,NA,NA,"L3",3.538,0.056,"","","","","","","$\mathrm{L}_3$","","48-Cd-L3"
"828",48,"Cd","",NA,NA,NA,"M1",0.772,NA,"","","","","","","$\mathrm{M}_1$","","48-Cd-M1"
"829",48,"Cd","",NA,NA,NA,"M2",0.653,NA,"","","","","","","$\mathrm{M}_2$","","48-Cd-M2"
"830",48,"Cd","",NA,NA,NA,"M3",0.618,NA,"","","","","","","$\mathrm{M}_3$","","48-Cd-M3"
"831",48,"Cd","",NA,NA,NA,"M4",0.412,NA,"","","","","","","$\mathrm{M}_4$","","48-Cd-M4"
"832",48,"Cd","",NA,NA,NA,"M5",0.405,NA,"","","","","","","$\mathrm{M}_5$","","48-Cd-M5"
"833",48,"Cd","",NA,NA,NA,"N1",0.11,NA,"","","","","","","$\mathrm{N}_1$","","48-Cd-N1"
"834",49,"In","KL3",24.21,100,10.56,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","49-In-KL3"
"835",49,"In","KL2",24.002,54.7,10.63,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","49-In-KL2"
"836",49,"In","KM3",27.275,18.5,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","49-In-KM3"
"837",49,"In","KN2,3",27.867,5.1,NA,"",NA,NA,"K","K","N","N2,3","Kb2","Kb","$\mathrm{K}\mathrm{N}_{2,3}$","$\mathrm{K}\beta_2$","49-In-KN2,3"
"838",49,"In","KM2",27.237,9.5,NA,"",NA,NA,"K","K","M","M2","Kb3","Kb","$\mathrm{K}\mathrm{M}_2$","$\mathrm{K}\beta_3$","49-In-KM2"
"839",49,"In","L3M5",3.286,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","49-In-L3M5"
"840",49,"In","L3M4",3.279,11.3,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","49-In-L3M4"
"841",49,"In","L2M4",3.487,56.8,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","49-In-L2M4"
"842",49,"In","L3N5",3.714,13.7,NA,"",NA,NA,"L","L3","N","N5","Lb2","Lb","$\mathrm{L}_3\mathrm{N}_5$","$\mathrm{L}\beta_2$","49-In-L3N5"
"843",49,"In","L1M3",3.573,2.6,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","49-In-L1M3"
"844",49,"In","L1M2",3.535,1.6,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","49-In-L1M2"
"845",49,"In","L3N1",3.607,0.8,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","49-In-L3N1"
"846",49,"In","L3O1",3.73,0.1,NA,"",NA,NA,"L","L3","O","O1","Lb7","Lb","$\mathrm{L}_3\mathrm{O}_1$","$\mathrm{L}\beta_7$","49-In-L3O1"
"847",49,"In","L1M5",3.793,0,NA,"",NA,NA,"L","L1","M","M5","Lb9","Lb","$\mathrm{L}_1\mathrm{M}_5$","$\mathrm{L}\beta_9$","49-In-L1M5"
"848",49,"In","L2N4",3.92,7.1,NA,"",NA,NA,"L","L2","N","N4","Lg1","Lg","$\mathrm{L}_2\mathrm{N}_4$","$\mathrm{L}\gamma_1$","49-In-L2N4"
"849",49,"In","L1N2",4.165,0.3,NA,"",NA,NA,"L","L1","N","N2","Lg2","Lg","$\mathrm{L}_1\mathrm{N}_2$","$\mathrm{L}\gamma_2$","49-In-L1N2"
"850",49,"In","L1N3",4.165,0.5,NA,"",NA,NA,"L","L1","N","N3","Lg3","Lg","$\mathrm{L}_1\mathrm{N}_3$","$\mathrm{L}\gamma_3$","49-In-L1N3"
"851",49,"In","L1O3",4.237,0,NA,"",NA,NA,"L","L1","O","O3","Lg4","Lg","$\mathrm{L}_1\mathrm{O}_3$","$\mathrm{L}\gamma_4$","49-In-L1O3"
"852",49,"In","L2N1",3.817,0.3,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","49-In-L2N1"
"853",49,"In","L3M1",2.903,4.2,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","49-In-L3M1"
"854",49,"In","L2M1",3.111,1.7,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","49-In-L2M1"
"855",49,"In","M3N5",0.645,NA,NA,"",NA,NA,"M","M3","N","N5","Mg1","Mg","$\mathrm{M}_3\mathrm{N}_5$","$\mathrm{M}\gamma_1$","49-In-M3N5"
"856",49,"In","M4N2,3",0.368,NA,NA,"",NA,NA,"M","M4","N","N2,3","Mz1","Mz","$\mathrm{M}_4\mathrm{N}_{2,3}$","$\mathrm{M}\zeta_1$","49-In-M4N2,3"
"857",49,"In","M2N4",0.68,NA,NA,"",NA,NA,"M","M2","N","N4","","","$\mathrm{M}_2\mathrm{N}_4$","","49-In-M2N4"
"858",49,"In","M3N1",0.541,NA,NA,"",NA,NA,"M","M3","N","N1","","","$\mathrm{M}_3\mathrm{N}_1$","","49-In-M3N1"
"859",49,"In","",NA,NA,NA,"K",27.94,0.853,"","","","","","","$\mathrm{K}$","","49-In-K"
"860",49,"In","",NA,NA,NA,"L1",4.238,0.02,"","","","","","","$\mathrm{L}_1$","","49-In-L1"
"861",49,"In","",NA,NA,NA,"L2",3.938,0.061,"","","","","","","$\mathrm{L}_2$","","49-In-L2"
"862",49,"In","",NA,NA,NA,"L3",3.73,0.06,"","","","","","","$\mathrm{L}_3$","","49-In-L3"
"863",49,"In","",NA,NA,NA,"M1",0.827,NA,"","","","","","","$\mathrm{M}_1$","","49-In-M1"
"864",49,"In","",NA,NA,NA,"M2",0.703,NA,"","","","","","","$\mathrm{M}_2$","","49-In-M2"
"865",49,"In","",NA,NA,NA,"M3",0.665,NA,"","","","","","","$\mathrm{M}_3$","","49-In-M3"
"866",49,"In","",NA,NA,NA,"M4",0.451,NA,"","","","","","","$\mathrm{M}_4$","","49-In-M4"
"867",49,"In","",NA,NA,NA,"M5",0.444,NA,"","","","","","","$\mathrm{M}_5$","","49-In-M5"
"868",49,"In","",NA,NA,NA,"N1",0.123,NA,"","","","","","","$\mathrm{N}_1$","","49-In-N1"
"869",50,"Sn","KL3",25.271,100,11.2,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","50-Sn-KL3"
"870",50,"Sn","KL2",25.044,54.8,11.3,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","50-Sn-KL2"
"871",50,"Sn","KM3",28.485,18.7,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","50-Sn-KM3"
"872",50,"Sn","KN2,3",29.116,5.3,NA,"",NA,NA,"K","K","N","N2,3","Kb2","Kb","$\mathrm{K}\mathrm{N}_{2,3}$","$\mathrm{K}\beta_2$","50-Sn-KN2,3"
"873",50,"Sn","KM2",28.444,9.7,NA,"",NA,NA,"K","K","M","M2","Kb3","Kb","$\mathrm{K}\mathrm{M}_2$","$\mathrm{K}\beta_3$","50-Sn-KM2"
"874",50,"Sn","L3M5",3.444,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","50-Sn-L3M5"
"875",50,"Sn","L3M4",3.436,11.3,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","50-Sn-L3M4"
"876",50,"Sn","L2M4",3.663,59.9,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","50-Sn-L2M4"
"877",50,"Sn","L3N5",3.905,14.7,NA,"",NA,NA,"L","L3","N","N5","Lb2","Lb","$\mathrm{L}_3\mathrm{N}_5$","$\mathrm{L}\beta_2$","50-Sn-L3N5"
"878",50,"Sn","L1M3",3.75,4.5,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","50-Sn-L1M3"
"879",50,"Sn","L1M2",3.709,2.7,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","50-Sn-L1M2"
"880",50,"Sn","L3N1",3.792,0.8,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","50-Sn-L3N1"
"881",50,"Sn","L3O1",3.923,0.1,NA,"",NA,NA,"L","L3","O","O1","Lb7","Lb","$\mathrm{L}_3\mathrm{O}_1$","$\mathrm{L}\beta_7$","50-Sn-L3O1"
"882",50,"Sn","L1M5",3.98,0.1,NA,"",NA,NA,"L","L1","M","M5","Lb9","Lb","$\mathrm{L}_1\mathrm{M}_5$","$\mathrm{L}\beta_9$","50-Sn-L1M5"
"883",50,"Sn","L2N4",4.131,8,NA,"",NA,NA,"L","L2","N","N4","Lg1","Lg","$\mathrm{L}_2\mathrm{N}_4$","$\mathrm{L}\gamma_1$","50-Sn-L2N4"
"884",50,"Sn","L1N2",4.381,0.6,NA,"",NA,NA,"L","L1","N","N2","Lg2","Lg","$\mathrm{L}_1\mathrm{N}_2$","$\mathrm{L}\gamma_2$","50-Sn-L1N2"
"885",50,"Sn","L1N3",4.381,0.9,NA,"",NA,NA,"L","L1","N","N3","Lg3","Lg","$\mathrm{L}_1\mathrm{N}_3$","$\mathrm{L}\gamma_3$","50-Sn-L1N3"
"886",50,"Sn","L1O3",4.464,0,NA,"",NA,NA,"L","L1","O","O3","Lg4","Lg","$\mathrm{L}_1\mathrm{O}_3$","$\mathrm{L}\gamma_4$","50-Sn-L1O3"
"887",50,"Sn","L2N1",4.02,0.4,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","50-Sn-L2N1"
"888",50,"Sn","L3M1",3.044,4.2,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","50-Sn-L3M1"
"889",50,"Sn","L2M1",3.271,1.7,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","50-Sn-L2M1"
"890",50,"Sn","M3N5",0.691,NA,NA,"",NA,NA,"M","M3","N","N5","Mg1","Mg","$\mathrm{M}_3\mathrm{N}_5$","$\mathrm{M}\gamma_1$","50-Sn-M3N5"
"891",50,"Sn","M4N2,3",0.397,NA,NA,"",NA,NA,"M","M4","N","N2,3","Mz1","Mz","$\mathrm{M}_4\mathrm{N}_{2,3}$","$\mathrm{M}\zeta_1$","50-Sn-M4N2,3"
"892",50,"Sn","M2N4",0.732,NA,NA,"",NA,NA,"M","M2","N","N4","","","$\mathrm{M}_2\mathrm{N}_4$","","50-Sn-M2N4"
"893",50,"Sn","M3N1",0.577,NA,NA,"",NA,NA,"M","M3","N","N1","","","$\mathrm{M}_3\mathrm{N}_1$","","50-Sn-M3N1"
"894",50,"Sn","",NA,NA,NA,"K",29.2,0.862,"","","","","","","$\mathrm{K}$","","50-Sn-K"
"895",50,"Sn","",NA,NA,NA,"L1",4.465,0.037,"","","","","","","$\mathrm{L}_1$","","50-Sn-L1"
"896",50,"Sn","",NA,NA,NA,"L2",4.156,0.065,"","","","","","","$\mathrm{L}_2$","","50-Sn-L2"
"897",50,"Sn","",NA,NA,NA,"L3",3.929,0.064,"","","","","","","$\mathrm{L}_3$","","50-Sn-L3"
"898",50,"Sn","",NA,NA,NA,"M1",0.885,NA,"","","","","","","$\mathrm{M}_1$","","50-Sn-M1"
"899",50,"Sn","",NA,NA,NA,"M2",0.757,NA,"","","","","","","$\mathrm{M}_2$","","50-Sn-M2"
"900",50,"Sn","",NA,NA,NA,"M3",0.715,NA,"","","","","","","$\mathrm{M}_3$","","50-Sn-M3"
"901",50,"Sn","",NA,NA,NA,"M4",0.493,NA,"","","","","","","$\mathrm{M}_4$","","50-Sn-M4"
"902",50,"Sn","",NA,NA,NA,"M5",0.485,NA,"","","","","","","$\mathrm{M}_5$","","50-Sn-M5"
"903",50,"Sn","",NA,NA,NA,"N1",0.137,NA,"","","","","","","$\mathrm{N}_1$","","50-Sn-N1"
"904",51,"Sb","KL3",26.359,100,12,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","51-Sb-KL3"
"905",51,"Sb","KL2",26.111,55,12.2,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","51-Sb-KL2"
"906",51,"Sb","KM3",29.725,18.9,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","51-Sb-KM3"
"907",51,"Sb","KN2,3",30.395,5.5,NA,"",NA,NA,"K","K","N","N2,3","Kb2","Kb","$\mathrm{K}\mathrm{N}_{2,3}$","$\mathrm{K}\beta_2$","51-Sb-KN2,3"
"908",51,"Sb","KM2",29.678,9.7,NA,"",NA,NA,"K","K","M","M2","Kb3","Kb","$\mathrm{K}\mathrm{M}_2$","$\mathrm{K}\beta_3$","51-Sb-KM2"
"909",51,"Sb","L3M5",3.604,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","51-Sb-L3M5"
"910",51,"Sb","L3M4",3.595,11.3,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","51-Sb-L3M4"
"911",51,"Sb","L2M4",3.843,58.9,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","51-Sb-L2M4"
"912",51,"Sb","L3N5",4.101,15.6,NA,"",NA,NA,"L","L3","N","N5","Lb2","Lb","$\mathrm{L}_3\mathrm{N}_5$","$\mathrm{L}\beta_2$","51-Sb-L3N5"
"913",51,"Sb","L1M3",3.932,4.2,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","51-Sb-L1M3"
"914",51,"Sb","L1M2",3.885,2.6,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","51-Sb-L1M2"
"915",51,"Sb","L3N1",3.979,0.9,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","51-Sb-L3N1"
"916",51,"Sb","L3O1",4.126,0.1,NA,"",NA,NA,"L","L3","O","O1","Lb7","Lb","$\mathrm{L}_3\mathrm{O}_1$","$\mathrm{L}\beta_7$","51-Sb-L3O1"
"917",51,"Sb","L1M5",4.17,0.1,NA,"",NA,NA,"L","L1","M","M5","Lb9","Lb","$\mathrm{L}_1\mathrm{M}_5$","$\mathrm{L}\beta_9$","51-Sb-L1M5"
"918",51,"Sb","L2N4",4.347,8.4,NA,"",NA,NA,"L","L2","N","N4","Lg1","Lg","$\mathrm{L}_2\mathrm{N}_4$","$\mathrm{L}\gamma_1$","51-Sb-L2N4"
"919",51,"Sb","L1N2",4.602,0.5,NA,"",NA,NA,"L","L1","N","N2","Lg2","Lg","$\mathrm{L}_1\mathrm{N}_2$","$\mathrm{L}\gamma_2$","51-Sb-L1N2"
"920",51,"Sb","L1N3",4.602,0.9,NA,"",NA,NA,"L","L1","N","N3","Lg3","Lg","$\mathrm{L}_1\mathrm{N}_3$","$\mathrm{L}\gamma_3$","51-Sb-L1N3"
"921",51,"Sb","L1O3",4.697,0.1,NA,"",NA,NA,"L","L1","O","O3","Lg4","Lg","$\mathrm{L}_1\mathrm{O}_3$","$\mathrm{L}\gamma_4$","51-Sb-L1O3"
"922",51,"Sb","L2N1",4.229,0.4,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","51-Sb-L2N1"
"923",51,"Sb","L3M1",3.192,4.2,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","51-Sb-L3M1"
"924",51,"Sb","L2M1",3.44,1.7,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","51-Sb-L2M1"
"925",51,"Sb","M3N5",0.733,NA,NA,"",NA,NA,"M","M3","N","N5","Mg1","Mg","$\mathrm{M}_3\mathrm{N}_5$","$\mathrm{M}\gamma_1$","51-Sb-M3N5"
"926",51,"Sb","M4N2,3",0.429,NA,NA,"",NA,NA,"M","M4","N","N2,3","Mz1","Mz","$\mathrm{M}_4\mathrm{N}_{2,3}$","$\mathrm{M}\zeta_1$","51-Sb-M4N2,3"
